0.01262720421781815 1.037859217377869 -inf 200 
0.01427468399017152 1.018539305890152 -0.2284706330043518 410 
0.01601377290836546 1.031496757616997 -0.3628810588989452 620 
0.01802471062821381 1.020244722222722 -0.2403985637736472 830 
0.02022965255392983 1.0328413153882 -0.3849729683924054 1040 
0.02265592697058677 1.021643309450825 -0.2431693101082377 1250 
0.02491380003510786 1.071584237826742 -0.6841782381276971 1460 
0.02737821099286002 1.049181639713587 -0.4671358728705277 1670 
0.0298050582941989 1.107917267877165 -0.9306062933938317 1880 
0.03249578853557196 1.040691623248193 -0.3499493032364186 2090 
0.03530067556173542 1.036324914314835 -0.3017910222015363 2300 
0.03843587277698349 1.064551796769736 -0.5500713419866354 2510 
0.04140910102693407 1.075802861910492 -0.5726600487229617 2720 
0.04429175763619223 1.081595756514847 -0.553765834574971 2930 
0.04728823099151714 1.114485401715293 -0.756072831372445 3140 
0.05006486251541702 1.152040229055682 -0.8741873735777395 3350 
